441 3
       1, 1, 0.0
       1, 2, 0.0
       1, 3, 0.0
      22, 1, 0.0
      22, 2, 0.0
      22, 3, 0.0
      43, 1, 0.0
      43, 2, 0.0
      43, 3, 0.0
      64, 1, 0.0
      64, 2, 0.0
      64, 3, 0.0
      85, 1, 0.0
      85, 2, 0.0
      85, 3, 0.0
     106, 1, 0.0
     106, 2, 0.0
     106, 3, 0.0
     127, 1, 0.0
     127, 2, 0.0
     127, 3, 0.0
     148, 1, 0.0
     148, 2, 0.0
     148, 3, 0.0
     169, 1, 0.0
     169, 2, 0.0
     169, 3, 0.0
     190, 1, 0.0
     190, 2, 0.0
     190, 3, 0.0
     211, 1, 0.0
     211, 2, 0.0
     211, 3, 0.0
     232, 1, 0.0
     232, 2, 0.0
     232, 3, 0.0
     253, 1, 0.0
     253, 2, 0.0
     253, 3, 0.0
     274, 1, 0.0
     274, 2, 0.0
     274, 3, 0.0
     295, 1, 0.0
     295, 2, 0.0
     295, 3, 0.0
     316, 1, 0.0
     316, 2, 0.0
     316, 3, 0.0
     337, 1, 0.0
     337, 2, 0.0
     337, 3, 0.0
     358, 1, 0.0
     358, 2, 0.0
     358, 3, 0.0
     379, 1, 0.0
     379, 2, 0.0
     379, 3, 0.0
     400, 1, 0.0
     400, 2, 0.0
     400, 3, 0.0
     421, 1, 0.0
     421, 2, 0.0
     421, 3, 0.0
     442, 1, 0.0
     442, 2, 0.0
     442, 3, 0.0
     463, 1, 0.0
     463, 2, 0.0
     463, 3, 0.0
     484, 1, 0.0
     484, 2, 0.0
     484, 3, 0.0
     505, 1, 0.0
     505, 2, 0.0
     505, 3, 0.0
     526, 1, 0.0
     526, 2, 0.0
     526, 3, 0.0
     547, 1, 0.0
     547, 2, 0.0
     547, 3, 0.0
     568, 1, 0.0
     568, 2, 0.0
     568, 3, 0.0
     589, 1, 0.0
     589, 2, 0.0
     589, 3, 0.0
     610, 1, 0.0
     610, 2, 0.0
     610, 3, 0.0
     631, 1, 0.0
     631, 2, 0.0
     631, 3, 0.0
     652, 1, 0.0
     652, 2, 0.0
     652, 3, 0.0
     673, 1, 0.0
     673, 2, 0.0
     673, 3, 0.0
     694, 1, 0.0
     694, 2, 0.0
     694, 3, 0.0
     715, 1, 0.0
     715, 2, 0.0
     715, 3, 0.0
     736, 1, 0.0
     736, 2, 0.0
     736, 3, 0.0
     757, 1, 0.0
     757, 2, 0.0
     757, 3, 0.0
     778, 1, 0.0
     778, 2, 0.0
     778, 3, 0.0
     799, 1, 0.0
     799, 2, 0.0
     799, 3, 0.0
     820, 1, 0.0
     820, 2, 0.0
     820, 3, 0.0
     841, 1, 0.0
     841, 2, 0.0
     841, 3, 0.0
     862, 1, 0.0
     862, 2, 0.0
     862, 3, 0.0
     883, 1, 0.0
     883, 2, 0.0
     883, 3, 0.0
     904, 1, 0.0
     904, 2, 0.0
     904, 3, 0.0
     925, 1, 0.0
     925, 2, 0.0
     925, 3, 0.0
     946, 1, 0.0
     946, 2, 0.0
     946, 3, 0.0
     967, 1, 0.0
     967, 2, 0.0
     967, 3, 0.0
     988, 1, 0.0
     988, 2, 0.0
     988, 3, 0.0
    1009, 1, 0.0
    1009, 2, 0.0
    1009, 3, 0.0
    1030, 1, 0.0
    1030, 2, 0.0
    1030, 3, 0.0
    1051, 1, 0.0
    1051, 2, 0.0
    1051, 3, 0.0
    1072, 1, 0.0
    1072, 2, 0.0
    1072, 3, 0.0
    1093, 1, 0.0
    1093, 2, 0.0
    1093, 3, 0.0
    1114, 1, 0.0
    1114, 2, 0.0
    1114, 3, 0.0
    1135, 1, 0.0
    1135, 2, 0.0
    1135, 3, 0.0
    1156, 1, 0.0
    1156, 2, 0.0
    1156, 3, 0.0
    1177, 1, 0.0
    1177, 2, 0.0
    1177, 3, 0.0
    1198, 1, 0.0
    1198, 2, 0.0
    1198, 3, 0.0
    1219, 1, 0.0
    1219, 2, 0.0
    1219, 3, 0.0
    1240, 1, 0.0
    1240, 2, 0.0
    1240, 3, 0.0
    1261, 1, 0.0
    1261, 2, 0.0
    1261, 3, 0.0
    1282, 1, 0.0
    1282, 2, 0.0
    1282, 3, 0.0
    1303, 1, 0.0
    1303, 2, 0.0
    1303, 3, 0.0
    1324, 1, 0.0
    1324, 2, 0.0
    1324, 3, 0.0
    1345, 1, 0.0
    1345, 2, 0.0
    1345, 3, 0.0
    1366, 1, 0.0
    1366, 2, 0.0
    1366, 3, 0.0
    1387, 1, 0.0
    1387, 2, 0.0
    1387, 3, 0.0
    1408, 1, 0.0
    1408, 2, 0.0
    1408, 3, 0.0
    1429, 1, 0.0
    1429, 2, 0.0
    1429, 3, 0.0
    1450, 1, 0.0
    1450, 2, 0.0
    1450, 3, 0.0
    1471, 1, 0.0
    1471, 2, 0.0
    1471, 3, 0.0
    1492, 1, 0.0
    1492, 2, 0.0
    1492, 3, 0.0
    1513, 1, 0.0
    1513, 2, 0.0
    1513, 3, 0.0
    1534, 1, 0.0
    1534, 2, 0.0
    1534, 3, 0.0
    1555, 1, 0.0
    1555, 2, 0.0
    1555, 3, 0.0
    1576, 1, 0.0
    1576, 2, 0.0
    1576, 3, 0.0
    1597, 1, 0.0
    1597, 2, 0.0
    1597, 3, 0.0
    1618, 1, 0.0
    1618, 2, 0.0
    1618, 3, 0.0
    1639, 1, 0.0
    1639, 2, 0.0
    1639, 3, 0.0
    1660, 1, 0.0
    1660, 2, 0.0
    1660, 3, 0.0
    1681, 1, 0.0
    1681, 2, 0.0
    1681, 3, 0.0
    1702, 1, 0.0
    1702, 2, 0.0
    1702, 3, 0.0
    1723, 1, 0.0
    1723, 2, 0.0
    1723, 3, 0.0
    1744, 1, 0.0
    1744, 2, 0.0
    1744, 3, 0.0
    1765, 1, 0.0
    1765, 2, 0.0
    1765, 3, 0.0
    1786, 1, 0.0
    1786, 2, 0.0
    1786, 3, 0.0
    1807, 1, 0.0
    1807, 2, 0.0
    1807, 3, 0.0
    1828, 1, 0.0
    1828, 2, 0.0
    1828, 3, 0.0
    1849, 1, 0.0
    1849, 2, 0.0
    1849, 3, 0.0
    1870, 1, 0.0
    1870, 2, 0.0
    1870, 3, 0.0
    1891, 1, 0.0
    1891, 2, 0.0
    1891, 3, 0.0
    1912, 1, 0.0
    1912, 2, 0.0
    1912, 3, 0.0
    1933, 1, 0.0
    1933, 2, 0.0
    1933, 3, 0.0
    1954, 1, 0.0
    1954, 2, 0.0
    1954, 3, 0.0
    1975, 1, 0.0
    1975, 2, 0.0
    1975, 3, 0.0
    1996, 1, 0.0
    1996, 2, 0.0
    1996, 3, 0.0
    2017, 1, 0.0
    2017, 2, 0.0
    2017, 3, 0.0
    2038, 1, 0.0
    2038, 2, 0.0
    2038, 3, 0.0
    2059, 1, 0.0
    2059, 2, 0.0
    2059, 3, 0.0
    2080, 1, 0.0
    2080, 2, 0.0
    2080, 3, 0.0
    2101, 1, 0.0
    2101, 2, 0.0
    2101, 3, 0.0
    2122, 1, 0.0
    2122, 2, 0.0
    2122, 3, 0.0
    2143, 1, 0.0
    2143, 2, 0.0
    2143, 3, 0.0
    2164, 1, 0.0
    2164, 2, 0.0
    2164, 3, 0.0
    2185, 1, 0.0
    2185, 2, 0.0
    2185, 3, 0.0
    2206, 1, 0.0
    2206, 2, 0.0
    2206, 3, 0.0
    2227, 1, 0.0
    2227, 2, 0.0
    2227, 3, 0.0
    2248, 1, 0.0
    2248, 2, 0.0
    2248, 3, 0.0
    2269, 1, 0.0
    2269, 2, 0.0
    2269, 3, 0.0
    2290, 1, 0.0
    2290, 2, 0.0
    2290, 3, 0.0
    2311, 1, 0.0
    2311, 2, 0.0
    2311, 3, 0.0
    2332, 1, 0.0
    2332, 2, 0.0
    2332, 3, 0.0
    2353, 1, 0.0
    2353, 2, 0.0
    2353, 3, 0.0
    2374, 1, 0.0
    2374, 2, 0.0
    2374, 3, 0.0
    2395, 1, 0.0
    2395, 2, 0.0
    2395, 3, 0.0
    2416, 1, 0.0
    2416, 2, 0.0
    2416, 3, 0.0
    2437, 1, 0.0
    2437, 2, 0.0
    2437, 3, 0.0
    2458, 1, 0.0
    2458, 2, 0.0
    2458, 3, 0.0
    2479, 1, 0.0
    2479, 2, 0.0
    2479, 3, 0.0
    2500, 1, 0.0
    2500, 2, 0.0
    2500, 3, 0.0
    2521, 1, 0.0
    2521, 2, 0.0
    2521, 3, 0.0
    2542, 1, 0.0
    2542, 2, 0.0
    2542, 3, 0.0
    2563, 1, 0.0
    2563, 2, 0.0
    2563, 3, 0.0
    2584, 1, 0.0
    2584, 2, 0.0
    2584, 3, 0.0
    2605, 1, 0.0
    2605, 2, 0.0
    2605, 3, 0.0
    2626, 1, 0.0
    2626, 2, 0.0
    2626, 3, 0.0
    2647, 1, 0.0
    2647, 2, 0.0
    2647, 3, 0.0
    2668, 1, 0.0
    2668, 2, 0.0
    2668, 3, 0.0
    2689, 1, 0.0
    2689, 2, 0.0
    2689, 3, 0.0
    2710, 1, 0.0
    2710, 2, 0.0
    2710, 3, 0.0
    2731, 1, 0.0
    2731, 2, 0.0
    2731, 3, 0.0
    2752, 1, 0.0
    2752, 2, 0.0
    2752, 3, 0.0
    2773, 1, 0.0
    2773, 2, 0.0
    2773, 3, 0.0
    2794, 1, 0.0
    2794, 2, 0.0
    2794, 3, 0.0
    2815, 1, 0.0
    2815, 2, 0.0
    2815, 3, 0.0
    2836, 1, 0.0
    2836, 2, 0.0
    2836, 3, 0.0
    2857, 1, 0.0
    2857, 2, 0.0
    2857, 3, 0.0
    2878, 1, 0.0
    2878, 2, 0.0
    2878, 3, 0.0
    2899, 1, 0.0
    2899, 2, 0.0
    2899, 3, 0.0
    2920, 1, 0.0
    2920, 2, 0.0
    2920, 3, 0.0
    2941, 1, 0.0
    2941, 2, 0.0
    2941, 3, 0.0
    2962, 1, 0.0
    2962, 2, 0.0
    2962, 3, 0.0
    2983, 1, 0.0
    2983, 2, 0.0
    2983, 3, 0.0
    3004, 1, 0.0
    3004, 2, 0.0
    3004, 3, 0.0
    3025, 1, 0.0
    3025, 2, 0.0
    3025, 3, 0.0
    3046, 1, 0.0
    3046, 2, 0.0
    3046, 3, 0.0
    3067, 1, 0.0
    3067, 2, 0.0
    3067, 3, 0.0
